No.,级别,词语,拼音,词性
9096,三级,性格,xìnggé,名
9097,高等,性价比,xìngjiàbǐ,名
9098,高等,性命,xìngmìng,名
9099,五级,性能,xìngnéng,名
9100,高等,性情,xìngqíng,名
9101,四级,性质,xìngzhì,名
9102,二级,姓,xìng,名、动
9103,二级,姓名,xìngmíng,名
9104,高等,姓氏,xìngshì,名
9105,六级,凶,xiōng,形
9106,高等,凶残,xiōngcán,形
9107,高等,凶恶,xiōng’è,形
9108,高等,凶狠,xiōnghěn,形
9109,高等,凶猛,xiōngměng,形
9110,六级,凶手,xiōngshǒu,名
9111,四级,兄弟,xiōngdì,名
9112,高等,汹涌,xiōngyǒng,动
9113,四级,胸部,xiōngbù,名
9114,高等,胸膛,xiōngtáng,名
9115,高等,胸有成竹,xiōngyǒuchéngzhú,
9116,高等,雄厚,xiónghòu,形
9117,五级,雄伟,xióngwěi,形
9118,五级,熊,xióng,名
9119,二级,休假,xiū∥jià,
9120,高等,休克,xiūkè,动
9121,高等,休眠,xiūmián,动
9122,一级,休息,xiūxi,动
9123,五级,休闲,xiūxián,动
9124,高等,休想,xiūxiǎng,动
9125,高等,休养,xiūyǎng,动
9126,三级,修,xiū,动
9127,高等,修补,xiūbǔ,动
9128,高等,修长,xiūcháng,形
9129,六级,修车,xiū chē,
9130,高等,修订,xiūdìng,动
9131,五级,修复,xiūfù,动
9132,三级,修改,xiūgǎi,动
9133,五级,修建,xiūjiàn,动
9134,四级,修理,xiūlǐ,动
9135,高等,修路,xiū∥lù,
9136,五级,修养,xiūyǎng,名
9137,高等,修正,xiūzhèng,动
9138,高等,羞愧,xiūkuì,形
9139,高等,秀丽,xiùlì,形
9140,高等,秀美,xiùměi,形
9141,高等,袖手旁观,xiùshǒu-pángguān,
9142,六级,袖珍,xiùzhēn,形
9143,高等,绣,xiù,动
9144,高等,锈,xiù,名、动
9145,高等,嗅觉,xiùjué,名
9146,高等,须,xū,动
9147,高等,虚,xū,形、副
9148,高等,虚构,xūgòu,动
9149,高等,虚幻,xūhuàn,形
9150,高等,虚假,xūjiǎ,形
9151,高等,虚拟,xūnǐ,动、形
9152,高等,虚弱,xūruò,形
9153,高等,虚伪,xūwěi,形
9154,五级,虚心,xūxīn,形
9155,高等,需,xū,动
9156,三级,需求,xūqiú,名
9157,三级,需要,xūyào,动、名
9158,高等,徐徐,xúxú,形
9159,高等,许,xǔ,动、副
9160,二级,许多,xǔduō,数
9161,五级,许可,xǔkě,动
9162,高等,许可证,xǔkězhèng,名
9163,高等,旭日,xùrì,名
9164,高等,序,xù,名
9165,高等,序幕,xùmù,名
9166,高等,叙述,xùshù,动
9167,高等,酗酒,xùjiǔ,动
9168,高等,续,xù,动
9169,高等,絮叨,xùdao,形
9170,三级,宣布,xuānbù,动
9171,高等,宣称,xuānchēng,动
9172,三级,宣传,xuānchuán,动、名
9173,高等,宣读,xuāndú,动
9174,高等,宣告,xuāngào,动
9175,高等,宣誓,xuān∥shì,
9176,高等,宣泄,xuānxiè,动
9177,高等,宣言,xuānyán,名
9178,高等,宣扬,xuānyáng,动
9179,高等,喧哗,xuānhuá,动、形
9180,高等,喧闹,xuānnào,形
9181,高等,玄,xuán,形
9182,高等,玄机,xuánjī,名
9183,六级,悬,xuán,动
9184,高等,悬挂,xuánguà,动
9185,高等,悬念,xuánniàn,名
9186,高等,悬殊,xuánshū,形
9187,高等,悬崖,xuányá,名
9188,高等,旋律,xuánlǜ,名
9189,高等,旋涡,xuánwō,名
9190,六级,旋转,xuánzhuǎn,动
9191,二级,选,xuǎn,动
9192,六级,选拔,xuǎnbá,动
9193,六级,选举,xuǎnjǔ,动、名
9194,高等,选民,xuǎnmín,名
9195,三级,选手,xuǎnshǒu,名
9196,高等,选项,xuǎnxiàng,名
9197,五级,选修,xuǎnxiū,动
9198,高等,选用,xuǎnyòng,动
9199,四级,选择,xuǎnzé,动、名
9200,高等,炫耀,xuànyào,动
9201,高等,削弱,xuēruò,动
9202,高等,靴子,xuēzi,名
9203,高等,穴位,xuéwèi,名
9204,一级,学,xué,动
9205,三级,学费,xuéfèi,名
9206,四级,学分,xuéfēn,名
9207,六级,学会,xuéhuì,名
9208,五级,学科,xuékē,名
9209,高等,学历,xuélì,名
9210,四级,学年,xuénián,名
9211,二级,学期,xuéqī,名
9212,一级,学生,xué·shēng,名
9213,四级,学时,xuéshí,名
9214,高等,学士,xuéshì,名
9215,四级,学术,xuéshù,名
9216,高等,学说,xuéshuō,名
9217,高等,学堂,xuétáng,名
9218,五级,学位,xuéwèi,名
9219,四级,学问,xuéwen,名
9220,一级,学习,xuéxí,动
9221,一级,学校,xuéxiào,名
9222,高等,学业,xuéyè,名
9223,高等,学艺,xuéyì,动
9224,六级,学员,xuéyuán,名
9225,一级,学院,xuéyuàn,名
9226,五级,学者,xuézhě,名
9227,高等,学子,xuézǐ,名
9228,二级,雪,xuě,名
9229,高等,雪山,xuěshān,名
9230,高等,雪上加霜,xuěshàng-jiāshuāng,
9231,六级,血管,xuèguǎn,名
9232,高等,血脉,xuèmài,名
9233,高等,血栓,xuèshuān,名
9234,高等,血压,xuèyā,名
9235,六级,血液,xuèyè,名
9236,高等,血缘,xuèyuán,名
9237,高等,勋章,xūnzhāng,名
9238,高等,熏,xūn,动
9239,高等,熏陶,xūntáo,动
9240,高等,寻,xún,动
9241,高等,寻常,xúncháng,形
9242,高等,寻觅,xúnmì,动
9243,五级,寻求,xúnqiú,动
9244,四级,寻找,xúnzhǎo,动
9245,高等,巡逻,xúnluó,动
9246,五级,询问,xúnwèn,动
9247,六级,循环,xúnhuán,动
9248,高等,循序渐进,xúnxù-jiànjìn,
9249,高等,训,xùn,动
9250,三级,训练,xùnliàn,动、名
9251,四级,迅速,xùnsù,形
9252,高等,驯,xùn,动
9253,高等,逊色,xùnsè,名、形
9254,高等,丫头,yātou,名
9255,三级,压,yā,动
9256,高等,压倒,yādǎo,
9257,三级,压力,yālì,名
9258,六级,压迫,yāpò,动
9259,高等,压缩,yāsuō,动
9260,高等,压抑,yāyì,动
9261,高等,压制,yāzhì,动
9262,高等,押,yā,动
9263,五级,押金,yājīn,名
9264,高等,鸦雀无声,yāquè-wúshēng,
9265,五级,鸭子,yāzi,名
9266,四级,牙,yá,名
9267,高等,牙齿,yáchǐ,名
9268,高等,牙膏,yágāo,名
9269,四级,牙刷,yáshuā,名
9270,高等,芽,yá,名
9271,高等,哑,yǎ,形
9272,五级,亚军,yàjūn,名
9273,四级,亚运会,Yàyùnhuì,名
9274,四级,呀,ya,助
9275,高等,咽喉,yānhóu,名
9276,三级,烟,yān,名
9277,高等,烟囱,yāncōng,名
9278,六级,烟花,yānhuā,名
9279,高等,烟火,yānhuǒ,名
9280,高等,淹,yān,动
9281,高等,延,yán,动
9282,四级,延长,yáncháng,动
9283,高等,延缓,yánhuǎn,动
9284,四级,延期,yán∥qī,
9285,五级,延伸,yánshēn,动
9286,高等,延误,yánwù,动
9287,四级,延续,yánxù,动
9288,四级,严,yán,形
9289,四级,严格,yángé,形、动
9290,高等,严谨,yánjǐn,形
9291,高等,严禁,yánjìn,动
9292,高等,严峻,yánjùn,形
9293,五级,严厉,yánlì,形
9294,高等,严密,yánmì,形、动
9295,五级,严肃,yánsù,形、动
9296,四级,严重,yánzhòng,形
9297,高等,言辞,yáncí,名
9298,高等,言论,yánlùn,名
9299,高等,言行,yánxíng,名
9300,五级,言语,yányǔ,名
9301,高等,岩石,yánshí,名
9302,高等,炎热,yánrè,形
9303,高等,炎症,yánzhèng,名
9304,六级,沿,yán,介
9305,高等,沿岸,yán’àn,名
9306,六级,沿海,yánhǎi,名
9307,高等,沿途,yántú,名、副
9308,高等,沿线,yánxiàn,名
9309,六级,沿着,yánzhe,
9310,六级,研发,yánfā,动
9311,四级,研究,yánjiū,动
9312,四级,研究生,yánjiūshēng,名
9313,五级,研究所,yánjiūsuǒ,名
9314,高等,研讨,yántǎo,动
9315,四级,研制,yánzhì,动
9316,四级,盐,yán,名
9317,高等,阎王,Yánwang,名
9318,二级,颜色,yánsè,名
9319,高等,衍生,yǎnshēng,动
9320,高等,掩盖,yǎngài,动
9321,高等,掩护,yǎnhù,动
9322,高等,掩饰,yǎnshì,动
9323,二级,眼,yǎn,名、量
9324,五级,眼光,yǎnguāng,名
9325,高等,眼红,yǎnhóng,形
9326,高等,眼界,yǎnjiè,名
9327,二级,眼睛,yǎnjing,名
9328,四级,眼镜,yǎnjìng,名
9329,六级,眼看,yǎnkàn,动、副
9330,四级,眼泪,yǎnlèi,名
9331,四级,眼里,yǎnli,名
9332,三级,眼前,yǎnqián,名
9333,高等,眼色,yǎnsè,名
9334,高等,眼神,yǎnshén,名
9335,高等,眼下,yǎnxià,名
9336,三级,演,yǎn,动
9337,高等,演变,yǎnbiàn,动
9338,高等,演播室,yǎnbōshì,名
9339,三级,演唱,yǎnchàng,动
9340,三级,演唱会,yǎnchànghuì,名
9341,三级,演出,yǎnchū,动、名
9342,高等,演技,yǎnjì,名
9343,四级,演讲,yǎnjiǎng,动
9344,高等,演练,yǎnliàn,动
9345,高等,演示,yǎnshì,动
9346,高等,演说,yǎnshuō,动、名
9347,高等,演习,yǎnxí,动
9348,高等,演戏,yǎn∥xì,
9349,高等,演艺圈,yǎnyìquān,名
9350,高等,演绎,yǎnyì,名、动
9351,三级,演员,yǎnyuán,名
9352,六级,演奏,yǎnzòu,动
9353,高等,厌烦,yànfán,动
9354,高等,厌倦,yànjuàn,动
9355,高等,咽,yàn,动
9356,高等,艳丽,yànlì,形
9357,六级,宴会,yànhuì,名
9358,高等,验,yàn,动
9359,高等,验收,yànshōu,动
9360,高等,验证,yànzhèng,动
9361,高等,焰火,yànhuǒ,名
9362,高等,燕子,yànzi,名
9363,高等,秧歌,yāngge,名
9364,高等,扬,yáng,动
9365,三级,羊,yáng,名
9366,三级,阳光,yángguāng,名
9367,四级,阳台,yángtái,名
9368,高等,阳性,yángxìng,名
9369,高等,杨树,yángshù,名
9370,六级,洋,yáng,形
9371,高等,洋溢,yángyì,动
9372,六级,仰,yǎng,动
9373,二级,养,yǎng,动
9374,四级,养成,yǎngchéng,动
9375,高等,养活,yǎnghuo,动
9376,六级,养老,yǎng∥lǎo,
9377,高等,养老金,yǎnglǎojīn,名
9378,高等,养老院,yǎnglǎoyuàn,名
9379,高等,养生,yǎngshēng,动
9380,高等,养殖,yǎngzhí,动
9381,高等,氧,yǎng,名
9382,六级,氧气,yǎngqì,名
9383,高等,痒,yǎng,形
9384,六级,样,yàng,名、量
9385,高等,样本,yàngběn,名
9386,高等,样品,yàngpǐn,名
9387,二级,样子,yàngzi,名
9388,高等,妖怪,yāoguài,名
9389,二级,要求,yāoqiú,动、名
9390,四级,腰,yāo,名
9391,高等,邀,yāo,动
9392,五级,邀请,yāoqǐng,动、名
9393,高等,窑,yáo,名
9394,高等,谣言,yáoyán,名
9395,四级,摇,yáo,动
9396,高等,摇摆,yáobǎi,动
9397,高等,摇滚,yáogǔn,名
9398,高等,摇晃,yáo·huàng,动
9399,高等,摇篮,yáolán,名
9400,五级,摇头,yáo∥tóu,
9401,高等,摇摇欲坠,yáoyáo-yùzhuì,
9402,高等,遥控,yáokòng,动
9403,高等,遥远,yáoyuǎn,形
9404,五级,咬,yǎo,动
9405,二级,药,yào,名
9406,高等,药材,yàocái,名
9407,二级,药店,yàodiàn,名
9408,高等,药方,yàofāng,名
9409,二级,药片,yàopiàn,名
9410,六级,药品,yàopǐn,名
9411,二级,药水,yàoshuǐ,名
9412,四级,药物,yàowù,名
9413,一级,要,yào,动
9414,四级,要（连）,yào,连
9415,高等,要不,yàobù,连
9416,六级,要不然,yàobùrán,连
9417,高等,要不是,yàobúshì,连
9418,高等,要点,yàodiǎn,名
9419,高等,要害,yàohài,名
9420,六级,要好,yàohǎo,形
9421,高等,要紧,yàojǐn,形
9422,高等,要领,yàolǐng,名
9423,六级,要么,yàome,连
9424,高等,要命,yào∥mìng,
9425,高等,要强,yàoqiáng,形
9426,三级,要是,yàoshi,连
9427,六级,要素,yàosù,名
9428,高等,钥匙,yàoshi,名
9429,高等,耀眼,yàoyǎn,形
9430,高等,椰子,yēzi,名
9431,一级,爷爷,yéye,名
9432,一级,也,yě,副
9433,五级,也好,yěhǎo,助
9434,高等,也就是说,yějiùshìshuō,
9435,二级,也许,yěxǔ,副
9436,六级,野,yě,形
9437,高等,野餐,yěcān,动
9438,高等,野炊,yěchuī,动
9439,高等,野蛮,yěmán,形
9440,六级,野生,yěshēng,形
9441,高等,野兽,yěshòu,名
9442,高等,野外,yěwài,名
9443,高等,野心,yěxīn,名
9444,高等,野营,yěyíng,动
9445,高等,业（服务业）,yè (fúwùyè),后缀
9446,高等,业绩,yèjì,名
9447,五级,业务,yèwù,名
9448,四级,业余,yèyú,形
9449,四级,叶子,yèzi,名
9450,一级,页,yè,量
9451,二级,夜,yè,名
9452,高等,夜班,yèbān,名
9453,五级,夜间,yèjiān,名
9454,二级,夜里,yè·lǐ,名
9455,高等,夜市,yèshì,名
9456,高等,夜晚,yèwǎn,名
9457,高等,夜校,yèxiào,名
9458,高等,夜以继日,yèyǐjìrì,
9459,高等,夜总会,yèzǒnghuì,名
9460,高等,液晶,yèjīng,名
9461,高等,液体,yètǐ,名
9462,一级,一,yī,数
9463,高等,一把手,yībǎshǒu,
9464,五级,一流,yīliú,名、形
9465,高等,一线,yīxiàn,名
9466,高等,一一,yīyī,副
9467,高等,伊斯兰教,Yīsīlánjiào,名
9468,一级,衣服,yīfu,名
9469,三级,衣架,yījià,名
9470,高等,衣食住行,yī-shí-zhù-xíng,
9471,四级,医疗,yīliáo,动
9472,一级,医生,yīshēng,名
9473,高等,医务,yīwù,名
9474,四级,医学,yīxué,名
9475,六级,医药,yīyào,名
9476,一级,医院,yīyuàn,名
9477,高等,依,yī,动、介
9478,六级,依次,yīcì,副
9479,五级,依法,yīfǎ,副
9480,五级,依旧,yījiù,动、副
9481,五级,依据,yījù,动、名
9482,四级,依靠,yīkào,动、名
9483,六级,依赖,yīlài,动
9484,四级,依然,yīrán,副
9485,高等,依托,yītuō,动
9486,高等,依依不舍,yīyī-bùshě,
9487,五级,依照,yīzhào,动、介
9488,一级,一半,yíbàn,数
9489,五级,一辈子,yíbèizi,名
9490,高等,一不小心,yí bù xiǎoxīn,
9491,二级,一部分,yí bùfen,
9492,高等,一刹那,yíchànà,名
9493,六级,一次性,yícìxìng,形
9494,高等,一大早,yídàzǎo,名
9495,六级,一代,yídài,名
9496,五级,一带,yídài,名
9497,五级,一旦,yídàn,名、副
9498,六级,一道,yídào,副
9499,二级,一定,yídìng,形、副
9500,高等,一动不动,yídòng-búdòng,
9501,高等,一度,yídù,副
9502,高等,一概,yígài,副
9503,高等,一概而论,yígài’érlùn,
9504,高等,一个劲儿,yígejìnr,副
9505,二级,一共,yígòng,副
9506,六级,一贯,yíguàn,形
9507,高等,一晃,yíhuàng,动
9508,一级,一会儿,yíhuìr,
9509,二级,一会儿（副）,yíhuìr,副
9510,高等,一技之长,yíjìzhīcháng,
9511,五级,一句话,yí jù huà,
9512,一级,一块儿,yíkuàir,名、副
9513,五级,一路,yílù,名、副
9514,二级,一路平安,yílù-píng’ān,
9515,六级,一路上,yílù shang,
9516,二级,一路顺风,yílù-shùnfēng,
9517,四级,一律,yílǜ,副
9518,高等,一面,yímiàn,名、副
9519,高等,一目了然,yímù-liǎorán,
9520,三级,一切,yíqiè,代
9521,高等,一事无成,yíshì-wúchéng,
9522,高等,一瞬间,yíshùnjiān,名
9523,高等,一味,yíwèi,副
9524,高等,一系列,yíxìliè,形
9525,一级,一下儿,yíxiàr,
9526,五级,一下儿（副）,yíxiàr,副
9527,五级,一下子,yíxiàzi,副
9528,五级,一向,yíxiàng,副
9529,一级,一样,yíyàng,形
9530,四级,一再,yízài,副
9531,高等,一阵,yízhèn,
9532,四级,一致,yízhì,形、副
9533,高等,仪表,yíbiǎo,名
9534,六级,仪器,yíqì,名
9535,六级,仪式,yíshì,名
9536,高等,怡然自得,yírán-zìdé,
9537,高等,姨,yí,名
9538,四级,移,yí,动
9539,四级,移动,yídòng,动
9540,高等,移交,yíjiāo,动
9541,四级,移民,yímín,动、名
9542,高等,移植,yízhí,动
9543,四级,遗产,yíchǎn,名
9544,四级,遗传,yíchuán,动
9545,六级,遗憾,yíhàn,形、名
9546,高等,遗留,yíliú,动
9547,高等,遗弃,yíqì,动
9548,高等,遗体,yítǐ,名
9549,高等,遗忘,yíwàng,动
9550,高等,遗物,yíwù,名
9551,高等,遗愿,yíyuàn,名
9552,高等,遗址,yízhǐ,名
9553,高等,遗嘱,yízhǔ,名
9554,高等,疑点,yídiǎn,名
9555,高等,疑惑,yíhuò,动
9556,高等,疑虑,yílǜ,动
9557,四级,疑问,yíwèn,名
9558,五级,乙,yǐ,名
9559,三级,已,yǐ,副
9560,二级,已经,yǐjīng,副
9561,高等,以,yǐ,介、连
9562,五级,以便,yǐbiàn,连
9563,二级,以后,yǐhòu,名
9564,四级,以及,yǐjí,连
9565,三级,以来,yǐlái,名
9566,高等,以免,yǐmiǎn,连
9567,四级,以内,yǐnèi,名
9568,二级,以前,yǐqián,名
9569,二级,以上,yǐshàng,名
9570,高等,以身作则,yǐshēn-zuòzé,
9571,二级,以外,yǐwài,名
9572,五级,以往,yǐwǎng,名
9573,二级,以为,yǐwéi,动
9574,二级,以下,yǐxià,名
9575,高等,以至于,yǐzhìyú,连
9576,高等,以致,yǐzhì,连
9577,高等,矣,yǐ,助
9578,高等,倚,yǐ,动
9579,二级,椅子,yǐzi,名
9580,二级,一般,yìbān,形
9581,四级,一般来说,yìbānláishuō,
9582,一级,一边,yìbiān,名、副
9583,高等,一长一短,yì cháng yì duǎn,
9584,高等,一成不变,yìchéng-búbiàn,
9585,高等,一筹莫展,yìchóu-mòzhǎn,
9586,二级,一点点,yì diǎndiǎn,
9587,一级,一点儿,yìdiǎnr,
9588,高等,一帆风顺,yìfān-fēngshùn,
9589,六级,一番,yìfān,
9590,三级,一方面,yìfāngmiàn,名
9591,高等,一干二净,yìgān-èrjìng,
9592,高等,一鼓作气,yìgǔ-zuòqì,
9593,高等,一锅粥,yìguōzhōu,名
9594,高等,一回事,yìhuíshì,名
9595,高等,一家人,yìjiārén,名
9596,高等,一经,yìjīng,副
9597,高等,一举,yìjǔ,名、副
9598,高等,一举一动,yìjǔ-yídòng,
9599,高等,一卡通,yìkǎtōng,名
9600,五级,一口气,yìkǒuqì,副
9601,高等,一揽子,yìlǎnzi,形
9602,高等,一连,yìlián,副
9603,高等,一连串,yìliánchuàn,形
9604,高等,一毛不拔,yìmáo-bùbá,
9605,六级,一模一样,yìmú-yíyàng,
9606,高等,一年到头,yìnián-dàotóu,
9607,高等,一旁,yìpáng,名
9608,六级,一齐,yìqí,副
9609,一级,一起,yìqǐ,副、名
9610,高等,一如既往,yìrú-jìwǎng,
9611,五级,一身,yìshēn,名
9612,二级,一生,yìshēng,名
9613,高等,一声不吭,yìshēng-bùkēng,
9614,六级,一时,yìshí,名、副
9615,高等,一手,yìshǒu,名、副
9616,高等,一塌糊涂,yìtāhútú,
9617,高等,一体,yìtǐ,名
9618,高等,一天到晚,yìtiān-dàowǎn,
9619,六级,一同,yìtóng,副
9620,高等,一头,yìtóu,副、名
9621,高等,一无所有,yìwúsuǒyǒu,
9622,高等,一无所知,yìwúsuǒzhī,
9623,一级,一些,yìxiē,
9624,高等,一心,yìxīn,副
9625,高等,一心一意,yìxīn-yíyì,
9626,六级,一行,yìxíng,名
9627,高等,一言不发,yìyán-bùfā,
9628,高等,一言一行,yìyán-yìxíng,
9629,高等,一眼,yìyǎn,
9630,高等,一应俱全,yìyīng-jùquán,
9631,高等,一早,yìzǎo,名
9632,二级,一直,yìzhí,副
9633,二级,亿,yì,数
9634,高等,义工,yìgōng,名
9635,四级,义务,yìwù,名
9636,六级,艺人,yìrén,名
9637,三级,艺术,yìshù,名
9638,高等,议,yì,动
9639,高等,议程,yìchéng,名
9640,高等,议会,yìhuì,名
9641,四级,议论,yìlùn,动、名
9642,六级,议题,yìtí,名
9643,高等,议员,yìyuán,名
9644,高等,屹立,yìlì,动
9645,高等,亦,yì,副
9646,六级,异常,yìcháng,形、副
9647,高等,异口同声,yìkǒu-tóngshēng,
9648,高等,异想天开,yìxiǎng-tiānkāi,
9649,高等,异性,yìxìng,形、名
9650,高等,异议,yìyì,名
9651,高等,抑扬顿挫,yìyáng-dùncuò,
9652,高等,抑郁,yìyù,形
9653,高等,抑郁症,yìyùzhèng,名
9654,高等,抑制,yìzhì,动
9655,高等,译,yì,动
9656,高等,易拉罐,yìlāguàn,名
9657,高等,疫苗,yìmiáo,名
9658,高等,益处,yìchù,名
9659,二级,意见,yì·jiàn,名
9660,高等,意料,yìliào,动
9661,高等,意料之外,yìliào zhī wài,
9662,五级,意识,yì·shí,名、动
9663,二级,意思,yìsi,名
9664,高等,意图,yìtú,名
9665,三级,意外,yìwài,形、名
9666,五级,意味着,yìwèizhe,动
9667,六级,意想不到,yìxiǎng bú dào,
